,연도,전체개봉편수,전체상영편수,전체매출액,전체관객수,요일
3309,2012-10-09 00:00:00,0,50,1488702508,219436,Tuesday
3310,2012-10-10 00:00:00,1,56,1599761200,233538,Wednesday
3311,2012-10-11 00:00:00,13,60,2182885800,316751,Thursday
3312,2012-10-12 00:00:00,0,58,2922840301,404613,Friday
3313,2012-10-13 00:00:00,0,54,5606593029,743819,Saturday
3314,2012-10-14 00:00:00,0,50,4948870500,660951,Sunday
3315,2012-10-15 00:00:00,0,47,1645492400,239309,Monday
3316,2012-10-16 00:00:00,0,63,1646142505,243341,Tuesday
3317,2012-10-17 00:00:00,0,62,1680658800,244886,Wednesday
3318,2012-10-18 00:00:00,10,52,1932894500,277679,Thursday
3319,2012-10-19 00:00:00,0,59,2642041084,368901,Friday
3320,2012-10-20 00:00:00,0,62,4990262082,662991,Saturday
3321,2012-10-21 00:00:00,0,56,4588853500,614122,Sunday
3322,2012-10-22 00:00:00,0,54,1554251000,225731,Monday
3323,2012-10-23 00:00:00,2,65,1426542927,208802,Tuesday
3324,2012-10-24 00:00:00,0,61,1487481400,215481,Wednesday
3325,2012-10-25 00:00:00,10,64,1492093000,217847,Thursday
3326,2012-10-26 00:00:00,1,65,3082437212,421005,Friday
3327,2012-10-27 00:00:00,0,67,6328282518,842539,Saturday
3328,2012-10-28 00:00:00,0,62,5036865043,676166,Sunday
3329,2012-10-29 00:00:00,0,50,1560191000,224440,Monday
3330,2012-10-30 00:00:00,0,60,1552312917,225265,Tuesday
3331,2012-10-31 00:00:00,4,62,2344048000,339863,Wednesday
3333,2012-11-01 00:00:00,6,61,2116156727,306843,Thursday
3334,2012-11-02 00:00:00,1,65,2977658734,408217,Friday
3335,2012-11-03 00:00:00,1,66,6247526199,848967,Saturday
3336,2012-11-04 00:00:00,0,64,6124435481,833194,Sunday
3337,2012-11-05 00:00:00,0,73,2071871101,299409,Monday
3338,2012-11-06 00:00:00,0,73,2019698175,294642,Tuesday
3339,2012-11-07 00:00:00,0,72,2969363000,433729,Wednesday
3340,2012-11-08 00:00:00,12,67,3834356000,581488,Thursday
3341,2012-11-09 00:00:00,0,76,3736094543,516956,Friday
3342,2012-11-10 00:00:00,1,78,7235258972,987808,Saturday
3343,2012-11-11 00:00:00,0,67,7478217500,1021471,Sunday
3344,2012-11-12 00:00:00,0,78,2389531000,348204,Monday
3345,2012-11-13 00:00:00,0,85,2254564000,333245,Tuesday
3346,2012-11-14 00:00:00,0,89,2462870900,362860,Wednesday
3347,2012-11-15 00:00:00,13,79,3283310500,485891,Thursday
3348,2012-11-16 00:00:00,0,73,4077275584,568838,Friday
3349,2012-11-17 00:00:00,0,79,7794231092,1065759,Saturday
3350,2012-11-18 00:00:00,0,70,6732873800,923663,Sunday
3351,2012-11-19 00:00:00,0,75,2294148900,336428,Monday
3352,2012-11-20 00:00:00,0,79,2204926000,330473,Tuesday
3353,2012-11-21 00:00:00,0,84,2339840500,347368,Wednesday
3354,2012-11-22 00:00:00,18,75,2693800000,398366,Thursday
3355,2012-11-23 00:00:00,0,80,3598762606,507821,Friday
3356,2012-11-24 00:00:00,0,73,6500077485,880414,Saturday
3357,2012-11-25 00:00:00,0,68,5791905900,782859,Sunday
3358,2012-11-26 00:00:00,0,70,2118852500,314117,Monday
3359,2012-11-27 00:00:00,0,83,2030295800,306599,Tuesday
3360,2012-11-28 00:00:00,0,83,2079811023,304426,Wednesday
3361,2012-11-29 00:00:00,20,82,2471947536,363226,Thursday
3362,2012-11-30 00:00:00,0,78,3248002940,453970,Friday
3364,2012-12-01 00:00:00,0,72,6234803337,830745,Saturday
3365,2012-12-02 00:00:00,0,75,5654895519,748868,Sunday
3366,2012-12-03 00:00:00,0,70,1735444500,251366,Monday
3367,2012-12-04 00:00:00,0,89,1749764500,254668,Tuesday
3368,2012-12-05 00:00:00,2,86,1682175000,245719,Wednesday
3369,2012-12-06 00:00:00,19,75,2038131000,294780,Thursday
3370,2012-12-07 00:00:00,0,77,2655562965,362906,Friday
3371,2012-12-08 00:00:00,0,75,6213120716,821030,Saturday
3372,2012-12-09 00:00:00,0,72,5671594000,747611,Sunday
3373,2012-12-10 00:00:00,0,72,1695442500,244120,Monday
3374,2012-12-11 00:00:00,0,89,1977323000,289910,Tuesday
3375,2012-12-12 00:00:00,2,78,2173744800,317841,Wednesday
3376,2012-12-13 00:00:00,14,80,2847589500,386790,Thursday
3377,2012-12-14 00:00:00,0,82,3616176581,476287,Friday
3378,2012-12-15 00:00:00,0,83,7261896985,921679,Saturday
3379,2012-12-16 00:00:00,0,73,6449056949,823526,Sunday
3380,2012-12-17 00:00:00,1,80,2237002300,304331,Monday
3381,2012-12-18 00:00:00,0,92,3199417000,442770,Tuesday
3382,2012-12-19 00:00:00,7,79,8504650500,1229637,Wednesday
3383,2012-12-20 00:00:00,11,83,2881713400,413633,Thursday
3384,2012-12-21 00:00:00,0,75,3795941502,524252,Friday
3385,2012-12-22 00:00:00,1,79,7670080200,1051825,Saturday
3386,2012-12-23 00:00:00,0,69,7557237500,1040521,Sunday
3387,2012-12-24 00:00:00,0,76,6875662500,953440,Monday
3388,2012-12-25 00:00:00,4,80,12633220100,1752412,Tuesday
3389,2012-12-26 00:00:00,2,72,3461089000,499448,Wednesday
3390,2012-12-27 00:00:00,5,77,3441900600,497585,Thursday
3391,2012-12-28 00:00:00,0,75,4512439488,614459,Friday
3392,2012-12-29 00:00:00,0,71,8168374631,1109711,Saturday
3393,2012-12-30 00:00:00,0,70,8323574500,1125387,Sunday
3394,2012-12-31 00:00:00,0,67,7136506900,1014944,Monday
3396,2013-01-01 00:00:00,1,69,9870775000,1287452,Tuesday
3397,2013-01-02 00:00:00,0,72,3417696008,470756,Wednesday
3398,2013-01-03 00:00:00,8,70,2969088400,411181,Thursday
3399,2013-01-04 00:00:00,2,71,3605773094,472035,Friday
3400,2013-01-05 00:00:00,0,67,7709657624,997132,Saturday
3401,2013-01-06 00:00:00,0,63,7115050300,925398,Sunday
3402,2013-01-07 00:00:00,0,70,2441170500,333133,Monday
3403,2013-01-08 00:00:00,1,77,2533584500,349109,Tuesday
3404,2013-01-09 00:00:00,5,74,2954983500,408108,Wednesday
3405,2013-01-10 00:00:00,6,73,2924645900,404731,Thursday
3406,2013-01-11 00:00:00,1,77,3753094202,492393,Friday
3407,2013-01-12 00:00:00,0,76,8229820654,1068957,Saturday
3408,2013-01-13 00:00:00,0,71,7771789400,1014747,Sunday
3409,2013-01-14 00:00:00,0,72,2772799500,380143,Monday
3410,2013-01-15 00:00:00,1,82,2845409000,395377,Tuesday
3411,2013-01-16 00:00:00,0,84,2790647800,384836,Wednesday
3412,2013-01-17 00:00:00,12,82,3400203300,478744,Thursday
3413,2013-01-18 00:00:00,1,73,4094053076,545234,Friday
3414,2013-01-19 00:00:00,1,73,8720683392,1144128,Saturday
3415,2013-01-20 00:00:00,1,69,8062380500,1063672,Sunday
3416,2013-01-21 00:00:00,0,68,2754810000,384453,Monday
3417,2013-01-22 00:00:00,0,73,2892345900,411668,Tuesday
3418,2013-01-23 00:00:00,4,74,3233794400,459153,Wednesday
3419,2013-01-24 00:00:00,8,71,3638579500,520710,Thursday
3420,2013-01-25 00:00:00,0,70,4389819589,594950,Friday
3421,2013-01-26 00:00:00,0,72,9787225643,1302568,Saturday
3422,2013-01-27 00:00:00,0,68,9490027900,1267574,Sunday
3423,2013-01-28 00:00:00,1,68,3610573200,515942,Monday
3424,2013-01-29 00:00:00,0,72,4083778900,586760,Tuesday
3425,2013-01-30 00:00:00,5,79,4476616900,649639,Wednesday
3426,2013-01-31 00:00:00,8,70,4443080900,646090,Thursday
3428,2013-02-01 00:00:00,1,66,5272976459,718550,Friday
3429,2013-02-02 00:00:00,0,69,11262003339,1513718,Saturday
3430,2013-02-03 00:00:00,0,68,9986899600,1351086,Sunday
3431,2013-02-04 00:00:00,1,64,3316479400,474715,Monday
3432,2013-02-05 00:00:00,0,76,3181856400,464293,Tuesday
3433,2013-02-06 00:00:00,2,71,3658037009,528558,Wednesday
3434,2013-02-07 00:00:00,8,72,3774829500,544244,Thursday
3435,2013-02-08 00:00:00,1,69,6026980138,811112,Friday
3436,2013-02-09 00:00:00,0,62,9361298969,1233866,Saturday
3437,2013-02-10 00:00:00,0,59,11074036500,1421331,Sunday
3438,2013-02-11 00:00:00,0,60,13094441100,1744806,Monday
3439,2013-02-12 00:00:00,0,67,6818142000,989948,Tuesday
3440,2013-02-13 00:00:00,0,74,3517907603,514511,Wednesday
3441,2013-02-14 00:00:00,14,69,3909886500,566161,Thursday
3442,2013-02-15 00:00:00,2,72,4141782702,569751,Friday
3443,2013-02-16 00:00:00,0,70,8290235508,1116764,Saturday
3444,2013-02-17 00:00:00,0,65,7553496617,1023762,Sunday
3445,2013-02-18 00:00:00,0,65,2757915563,407375,Monday
3446,2013-02-19 00:00:00,1,78,2777657066,413799,Tuesday
3447,2013-02-20 00:00:00,0,73,2641865550,392127,Wednesday
3448,2013-02-21 00:00:00,10,76,3430185045,506616,Thursday
3449,2013-02-22 00:00:00,0,70,3940842816,545165,Friday
3450,2013-02-23 00:00:00,0,76,7442886001,993993,Saturday
3451,2013-02-24 00:00:00,0,74,7376011014,989366,Sunday
3452,2013-02-25 00:00:00,2,73,3002286400,442675,Monday
3453,2013-02-26 00:00:00,0,78,3102799000,464593,Tuesday
3454,2013-02-27 00:00:00,1,72,3124254800,467654,Wednesday
3455,2013-02-28 00:00:00,13,69,4169052518,614198,Thursday
3457,2013-03-01 00:00:00,1,63,8740229992,1152143,Friday
3458,2013-03-02 00:00:00,0,62,7683100132,1007840,Saturday
3459,2013-03-03 00:00:00,0,65,6074355900,800501,Sunday
3460,2013-03-04 00:00:00,0,54,1596949500,227117,Monday
3461,2013-03-05 00:00:00,0,67,1485055900,213498,Tuesday
3462,2013-03-06 00:00:00,4,74,1461129500,210578,Wednesday
3463,2013-03-07 00:00:00,9,74,1650955400,237316,Thursday
3464,2013-03-08 00:00:00,0,67,2213349607,297718,Friday
3465,2013-03-09 00:00:00,1,67,5419062090,700717,Saturday
3466,2013-03-10 00:00:00,0,70,5108547300,665937,Sunday
3467,2013-03-11 00:00:00,0,61,1331767400,192790,Monday
3468,2013-03-12 00:00:00,0,76,1249787000,182875,Tuesday
3469,2013-03-13 00:00:00,4,79,1396015805,203935,Wednesday
3470,2013-03-14 00:00:00,15,80,1945472900,284835,Thursday
3471,2013-03-15 00:00:00,0,71,2189419681,305417,Friday
3472,2013-03-16 00:00:00,0,77,5318624577,704501,Saturday
3473,2013-03-17 00:00:00,0,77,4658651000,624975,Sunday
3474,2013-03-18 00:00:00,0,72,1313498800,195500,Monday
3475,2013-03-19 00:00:00,0,70,1284140500,191778,Tuesday
3476,2013-03-20 00:00:00,4,77,1350846500,200697,Wednesday
3477,2013-03-21 00:00:00,15,71,1734053400,259359,Thursday
3478,2013-03-22 00:00:00,0,64,2468758575,346409,Friday
3479,2013-03-23 00:00:00,0,72,5617683137,750066,Saturday
3480,2013-03-24 00:00:00,0,68,5018446621,675502,Sunday
3481,2013-03-25 00:00:00,0,71,1389565000,208730,Monday
3482,2013-03-26 00:00:00,0,76,1362097082,205667,Tuesday
3483,2013-03-27 00:00:00,0,63,1437224413,216129,Wednesday
3484,2013-03-28 00:00:00,15,78,1957584000,277605,Thursday
3485,2013-03-29 00:00:00,1,76,2616311072,357222,Friday
3486,2013-03-30 00:00:00,0,76,5605732964,719444,Saturday
3487,2013-03-31 00:00:00,0,73,5120260700,666400,Sunday
3489,2013-04-01 00:00:00,0,60,1488129500,211815,Monday
3490,2013-04-02 00:00:00,0,69,1447301500,207168,Tuesday
3491,2013-04-03 00:00:00,1,62,1376708500,197902,Wednesday
3492,2013-04-04 00:00:00,8,59,1503769900,221264,Thursday
3493,2013-04-05 00:00:00,1,60,2194805061,304848,Friday
3494,2013-04-06 00:00:00,1,60,5270328590,688644,Saturday
3495,2013-04-07 00:00:00,0,58,4508138700,597121,Sunday
3496,2013-04-08 00:00:00,0,56,1171692500,171540,Monday
3497,2013-04-09 00:00:00,0,70,1162330700,170473,Tuesday
3498,2013-04-10 00:00:00,1,71,1468759900,214470,Wednesday
3499,2013-04-11 00:00:00,8,63,1794628900,260458,Thursday
3500,2013-04-12 00:00:00,0,59,2479439000,342345,Friday
3501,2013-04-13 00:00:00,2,61,4750719000,625825,Saturday
3502,2013-04-14 00:00:00,0,67,4613956500,611188,Sunday
3503,2013-04-15 00:00:00,0,62,1291524500,189323,Monday
3504,2013-04-16 00:00:00,0,61,1194663500,176328,Tuesday
3505,2013-04-17 00:00:00,1,68,1203194500,177157,Wednesday
3506,2013-04-18 00:00:00,14,66,1321974000,194589,Thursday
3507,2013-04-19 00:00:00,2,64,1861581191,259106,Friday
3508,2013-04-20 00:00:00,0,66,4289148543,560033,Saturday
3509,2013-04-21 00:00:00,0,60,3065349700,404770,Sunday
3510,2013-04-22 00:00:00,1,62,997964800,146852,Monday
3511,2013-04-23 00:00:00,0,69,1120020500,166897,Tuesday
3512,2013-04-24 00:00:00,2,72,1148419500,171182,Wednesday
3513,2013-04-25 00:00:00,9,66,3974563500,513479,Thursday
3514,2013-04-26 00:00:00,1,67,4761622635,594063,Friday
3515,2013-04-27 00:00:00,0,66,8953328026,1097739,Saturday
3516,2013-04-28 00:00:00,0,61,8124139500,1003789,Sunday
3517,2013-04-29 00:00:00,0,61,2699781000,360191,Monday
3518,2013-04-30 00:00:00,0,61,3106849300,419418,Tuesday
3520,2013-05-01 00:00:00,6,72,5504557800,730709,Wednesday
3521,2013-05-02 00:00:00,8,71,2287918800,307816,Thursday
3522,2013-05-03 00:00:00,2,65,3848382834,502338,Friday
3523,2013-05-04 00:00:00,0,70,7998652842,1020788,Saturday
3524,2013-05-05 00:00:00,0,65,7728998000,996124,Sunday
3525,2013-05-06 00:00:00,0,63,1842459400,253203,Monday
3526,2013-05-07 00:00:00,0,70,1446554500,197467,Tuesday
3527,2013-05-08 00:00:00,2,74,1538990000,215010,Wednesday
3528,2013-05-09 00:00:00,8,80,1710482300,240532,Thursday
3529,2013-05-10 00:00:00,0,82,2807796995,378450,Friday
3530,2013-05-11 00:00:00,0,79,5962644935,778196,Saturday
3531,2013-05-12 00:00:00,0,71,5206762500,686913,Sunday
3532,2013-05-13 00:00:00,0,73,1250241059,177552,Monday
3533,2013-05-14 00:00:00,0,83,1185366584,169433,Tuesday
3534,2013-05-15 00:00:00,0,86,1646129875,241735,Wednesday
3535,2013-05-16 00:00:00,17,81,2460712346,357256,Thursday
3536,2013-05-17 00:00:00,2,72,7171212610,964440,Friday
3537,2013-05-18 00:00:00,1,66,6405710570,851455,Saturday
3538,2013-05-19 00:00:00,0,68,5875398500,789293,Sunday
3539,2013-05-20 00:00:00,0,73,1600901000,230126,Monday
3540,2013-05-21 00:00:00,0,82,1493334500,218523,Tuesday
3541,2013-05-22 00:00:00,5,72,1850545400,271661,Wednesday
3542,2013-05-23 00:00:00,8,75,1875844000,273560,Thursday
3543,2013-05-24 00:00:00,0,73,2708994563,369986,Friday
3544,2013-05-25 00:00:00,0,73,5889176942,785966,Saturday
3545,2013-05-26 00:00:00,0,66,5468116500,736655,Sunday
3546,2013-05-27 00:00:00,0,70,1731620000,255367,Monday
3547,2013-05-28 00:00:00,0,73,1694406000,253617,Tuesday
3548,2013-05-29 00:00:00,3,86,1682706500,249778,Wednesday
3549,2013-05-30 00:00:00,13,75,2136985900,305530,Thursday
3550,2013-05-31 00:00:00,1,69,2979104066,402489,Friday
3552,2013-06-01 00:00:00,0,69,5956545901,771762,Saturday
3553,2013-06-02 00:00:00,0,66,5191565300,681104,Sunday
3554,2013-06-03 00:00:00,0,64,1300584800,185473,Monday
3555,2013-06-04 00:00:00,0,73,1207750000,173659,Tuesday
3556,2013-06-05 00:00:00,9,77,4830705003,714233,Wednesday
3557,2013-06-06 00:00:00,5,80,10392739000,1447293,Thursday
3558,2013-06-07 00:00:00,1,83,5377912659,753140,Friday
3559,2013-06-08 00:00:00,1,79,8569663387,1166806,Saturday
3560,2013-06-09 00:00:00,0,74,7457270800,1025107,Sunday
3561,2013-06-10 00:00:00,0,71,2077182900,302111,Monday
3562,2013-06-11 00:00:00,1,80,1853360500,273075,Tuesday
3563,2013-06-12 00:00:00,1,80,2052278800,300214,Wednesday
3564,2013-06-13 00:00:00,11,76,2666671500,371614,Thursday
3565,2013-06-14 00:00:00,1,82,3800715211,505101,Friday
3566,2013-06-15 00:00:00,1,79,7673400513,1013116,Saturday
3567,2013-06-16 00:00:00,0,73,6407192000,854820,Sunday
3568,2013-06-17 00:00:00,1,74,1768858000,252305,Monday
3569,2013-06-18 00:00:00,0,84,1720633000,248199,Tuesday
3570,2013-06-19 00:00:00,4,84,1834363200,265664,Wednesday
3571,2013-06-20 00:00:00,23,78,2959640500,425168,Thursday
3572,2013-06-21 00:00:00,0,81,3822279704,510356,Friday
3573,2013-06-22 00:00:00,0,78,7428616196,971850,Saturday
3574,2013-06-23 00:00:00,0,72,6788143004,894112,Sunday
3575,2013-06-24 00:00:00,0,74,2353139000,342511,Monday
3576,2013-06-25 00:00:00,0,87,2194416000,320488,Tuesday
3577,2013-06-26 00:00:00,0,86,2279019505,333834,Wednesday
3578,2013-06-27 00:00:00,15,83,2564206536,375941,Thursday
3579,2013-06-28 00:00:00,1,82,3306544654,453429,Friday
3580,2013-06-29 00:00:00,1,87,6447577208,847511,Saturday
3581,2013-06-30 00:00:00,0,82,5885789970,775738,Sunday
3583,2013-07-01 00:00:00,0,75,2111501153,302604,Monday
3584,2013-07-02 00:00:00,0,82,2040825141,293877,Tuesday
3585,2013-07-03 00:00:00,2,78,2981572109,434449,Wednesday
3586,2013-07-04 00:00:00,13,77,2964708687,433744,Thursday
3587,2013-07-05 00:00:00,1,79,4336790128,596719,Friday
3588,2013-07-06 00:00:00,1,81,8283477048,1111875,Saturday
3589,2013-07-07 00:00:00,0,77,7296405200,982015,Sunday
3590,2013-07-08 00:00:00,0,70,2317410300,335229,Monday
3591,2013-07-09 00:00:00,0,81,2557303500,376269,Tuesday
3592,2013-07-10 00:00:00,4,83,2596452400,384946,Wednesday
3593,2013-07-11 00:00:00,14,81,3467807500,479942,Thursday
3594,2013-07-12 00:00:00,1,76,4234399615,562491,Friday
3595,2013-07-13 00:00:00,0,80,8861457622,1162909,Saturday
3596,2013-07-14 00:00:00,0,79,8086143900,1068972,Sunday
3597,2013-07-15 00:00:00,1,72,2364187500,332124,Monday
3598,2013-07-16 00:00:00,1,79,2181222500,311657,Tuesday
3599,2013-07-17 00:00:00,3,76,2512211300,358357,Wednesday
3600,2013-07-18 00:00:00,13,76,2888898500,418547,Thursday
3601,2013-07-19 00:00:00,1,63,4095344666,559582,Friday
3602,2013-07-20 00:00:00,2,77,8100737150,1081934,Saturday
3603,2013-07-21 00:00:00,0,69,7658715500,1029507,Sunday
3604,2013-07-22 00:00:00,0,62,2572087000,370783,Monday
3605,2013-07-23 00:00:00,0,75,2508705800,362752,Tuesday
3606,2013-07-24 00:00:00,2,75,2569577552,375145,Wednesday
3607,2013-07-25 00:00:00,15,83,3229775980,475565,Thursday
3608,2013-07-26 00:00:00,3,77,3878069744,543320,Friday
3609,2013-07-27 00:00:00,0,85,7731765351,1045305,Saturday
3610,2013-07-28 00:00:00,0,74,7498887430,1012959,Sunday
3611,2013-07-29 00:00:00,0,77,3768033800,547185,Monday
3612,2013-07-30 00:00:00,0,78,3594763800,527828,Tuesday
3613,2013-07-31 00:00:00,3,83,6440200016,945850,Wednesday
3615,2013-08-01 00:00:00,10,80,8484346900,1237446,Thursday
3616,2013-08-02 00:00:00,1,77,9482962923,1310010,Friday
3617,2013-08-03 00:00:00,1,81,12281384289,1676769,Saturday
3618,2013-08-04 00:00:00,1,73,11387921500,1553102,Sunday
3619,2013-08-05 00:00:00,1,75,6088949000,886860,Monday
3620,2013-08-06 00:00:00,1,79,5463409000,803072,Tuesday
3621,2013-08-07 00:00:00,3,83,5283525000,776958,Wednesday
3622,2013-08-08 00:00:00,14,84,5052101000,745455,Thursday
3623,2013-08-09 00:00:00,1,81,5885766449,819361,Friday
3624,2013-08-10 00:00:00,0,77,10777810936,1484310,Saturday
3625,2013-08-11 00:00:00,0,68,9970890500,1374904,Sunday
3626,2013-08-12 00:00:00,0,75,3844051200,566887,Monday
3627,2013-08-13 00:00:00,0,87,3836524500,570688,Tuesday
3628,2013-08-14 00:00:00,12,89,6877382400,1026635,Wednesday
3629,2013-08-15 00:00:00,7,73,12354123300,1737225,Thursday
3630,2013-08-16 00:00:00,1,82,7381519428,1037535,Friday
3631,2013-08-17 00:00:00,0,79,11064622034,1537325,Saturday
3632,2013-08-18 00:00:00,0,80,9962985300,1382347,Sunday
3633,2013-08-19 00:00:00,0,72,3861674000,569703,Monday
3634,2013-08-20 00:00:00,0,82,3615905400,537911,Tuesday
3635,2013-08-21 00:00:00,1,86,3206922200,475623,Wednesday
3636,2013-08-22 00:00:00,19,89,3734731500,556590,Thursday
3637,2013-08-23 00:00:00,1,86,4785858514,672054,Friday
3638,2013-08-24 00:00:00,1,75,9703199815,1355538,Saturday
3639,2013-08-25 00:00:00,0,69,8654090400,1210814,Sunday
3640,2013-08-26 00:00:00,0,77,2766124500,409444,Monday
3641,2013-08-27 00:00:00,0,84,2655160000,398325,Tuesday
3642,2013-08-28 00:00:00,2,85,2535135900,380987,Wednesday
3643,2013-08-29 00:00:00,23,93,3051727500,450078,Thursday
3644,2013-08-30 00:00:00,0,88,3887503910,544459,Friday
3645,2013-08-31 00:00:00,0,81,7652277806,1054248,Saturday
3647,2013-09-01 00:00:00,0,72,6303786500,860567,Sunday
3648,2013-09-02 00:00:00,0,79,1733422500,253795,Monday
3649,2013-09-03 00:00:00,0,85,1706090000,252309,Tuesday
3650,2013-09-04 00:00:00,0,85,1538092500,228148,Wednesday
3651,2013-09-05 00:00:00,18,87,1926061000,285649,Thursday
3652,2013-09-06 00:00:00,1,84,2654362665,369786,Friday
3653,2013-09-07 00:00:00,1,76,5882185196,800829,Saturday
3654,2013-09-08 00:00:00,0,79,5122734000,704412,Sunday
3655,2013-09-09 00:00:00,0,80,1326865500,197673,Monday
3656,2013-09-10 00:00:00,0,85,1219835500,182919,Tuesday
3657,2013-09-11 00:00:00,1,77,3195774400,478420,Wednesday
3658,2013-09-12 00:00:00,13,73,3021803900,452782,Thursday
3659,2013-09-13 00:00:00,1,67,4336080485,610588,Friday
3660,2013-09-14 00:00:00,0,74,9399722392,1290008,Saturday
3661,2013-09-15 00:00:00,0,72,8210746000,1136579,Sunday
3662,2013-09-16 00:00:00,2,71,2452090000,365207,Monday
3663,2013-09-17 00:00:00,4,70,4457885000,657731,Tuesday
3664,2013-09-18 00:00:00,0,80,8114847000,1093873,Wednesday
3665,2013-09-19 00:00:00,1,62,10467305000,1382361,Thursday
3666,2013-09-20 00:00:00,1,67,12147928709,1657223,Friday
3667,2013-09-21 00:00:00,0,66,11378745092,1565815,Saturday
3668,2013-09-22 00:00:00,0,60,8373125500,1157513,Sunday
3669,2013-09-23 00:00:00,0,58,2256877000,337883,Monday
3670,2013-09-24 00:00:00,0,66,2111976500,321385,Tuesday
3671,2013-09-25 00:00:00,4,62,2038735000,307395,Wednesday
3672,2013-09-26 00:00:00,16,75,1831414500,277351,Thursday
3673,2013-09-27 00:00:00,1,80,2562471659,361485,Friday
3674,2013-09-28 00:00:00,1,85,5258397114,716200,Saturday
3675,2013-09-29 00:00:00,0,70,5139413500,703100,Sunday
3676,2013-09-30 00:00:00,0,71,1498931000,225301,Monday
3678,2013-10-01 00:00:00,0,78,1431608000,213835,Tuesday
3679,2013-10-02 00:00:00,9,75,2931449400,436066,Wednesday
3680,2013-10-03 00:00:00,2,67,6149838700,856977,Thursday
3681,2013-10-04 00:00:00,1,75,3087493630,441530,Friday
3682,2013-10-05 00:00:00,0,64,4948632640,675176,Saturday
3683,2013-10-06 00:00:00,0,66,4429217000,603119,Sunday
3684,2013-10-07 00:00:00,0,68,1445868400,212247,Monday
3685,2013-10-08 00:00:00,1,72,2096769500,317168,Tuesday
3686,2013-10-09 00:00:00,5,69,6435325500,895820,Wednesday
3687,2013-10-10 00:00:00,5,68,1817970000,273488,Thursday
3688,2013-10-11 00:00:00,0,66,2689438076,383266,Friday
3689,2013-10-12 00:00:00,0,65,4867418163,659752,Saturday
3690,2013-10-13 00:00:00,0,60,4555064000,616640,Sunday
3691,2013-10-14 00:00:00,0,71,1480918000,221168,Monday
3692,2013-10-15 00:00:00,0,69,1580058000,237302,Tuesday
3693,2013-10-16 00:00:00,1,66,1491569000,224179,Wednesday
3694,2013-10-17 00:00:00,23,79,2368448000,317244,Thursday
3695,2013-10-18 00:00:00,0,80,3300997382,423185,Friday
3696,2013-10-19 00:00:00,1,82,6101440751,753293,Saturday
3697,2013-10-20 00:00:00,0,74,5405334000,667228,Sunday
3698,2013-10-21 00:00:00,0,80,1793349500,232625,Monday
3699,2013-10-22 00:00:00,0,85,1729630100,227157,Tuesday
3700,2013-10-23 00:00:00,1,83,1800179900,237439,Wednesday
3701,2013-10-24 00:00:00,19,86,2295713500,315712,Thursday
3702,2013-10-25 00:00:00,0,86,3322058924,434775,Friday
3703,2013-10-26 00:00:00,0,86,6141259145,767467,Saturday
3704,2013-10-27 00:00:00,0,76,5578811300,695387,Sunday
3705,2013-10-28 00:00:00,0,80,1824612400,241756,Monday
3706,2013-10-29 00:00:00,0,99,1831379500,245116,Tuesday
3707,2013-10-30 00:00:00,4,88,2455190300,346007,Wednesday
3708,2013-10-31 00:00:00,16,95,2278092000,318567,Thursday
3710,2013-11-01 00:00:00,0,77,3012164710,384960,Friday
3711,2013-11-02 00:00:00,1,83,6846042537,860011,Saturday
3712,2013-11-03 00:00:00,0,79,5862612500,741170,Sunday
3713,2013-11-04 00:00:00,0,81,1538832500,207240,Monday
3714,2013-11-05 00:00:00,0,85,1509084000,204207,Tuesday
3715,2013-11-06 00:00:00,4,88,2325730000,330254,Wednesday
3716,2013-11-07 00:00:00,18,97,2633879500,384868,Thursday
3717,2013-11-08 00:00:00,0,97,2802992144,375478,Friday
3718,2013-11-09 00:00:00,0,102,5682645399,725811,Saturday
3719,2013-11-10 00:00:00,0,93,5129940400,659542,Sunday
3720,2013-11-11 00:00:00,0,90,1668764100,235174,Monday
3721,2013-11-12 00:00:00,0,101,1428345400,204802,Tuesday
3722,2013-11-13 00:00:00,2,97,1405699500,202699,Wednesday
3723,2013-11-14 00:00:00,22,105,3374448000,491218,Thursday
3724,2013-11-15 00:00:00,0,97,3517057272,481147,Friday
3725,2013-11-16 00:00:00,1,98,6518496653,840034,Saturday
3726,2013-11-17 00:00:00,0,94,6083781000,787123,Sunday
3727,2013-11-18 00:00:00,0,99,2124208100,309150,Monday
3728,2013-11-19 00:00:00,0,113,1945963000,286800,Tuesday
3729,2013-11-20 00:00:00,3,104,1886699200,276752,Wednesday
3730,2013-11-21 00:00:00,18,114,2173486400,325839,Thursday
3731,2013-11-22 00:00:00,1,108,2841885059,403416,Friday
3732,2013-11-23 00:00:00,0,93,5835862676,778871,Saturday
3733,2013-11-24 00:00:00,0,87,5351334000,715837,Sunday
3734,2013-11-25 00:00:00,0,98,1713073900,258286,Monday
3735,2013-11-26 00:00:00,0,109,1697320400,258425,Tuesday
3736,2013-11-27 00:00:00,1,112,1671898300,247541,Wednesday
3737,2013-11-28 00:00:00,22,110,1985805500,298559,Thursday
3738,2013-11-29 00:00:00,1,117,2588997410,370054,Friday
3739,2013-11-30 00:00:00,0,107,5438842657,734854,Saturday
3741,2013-12-01 00:00:00,0,101,4817015500,638762,Sunday
3742,2013-12-02 00:00:00,1,95,1433090500,211749,Monday
3743,2013-12-03 00:00:00,0,110,1414304500,211098,Tuesday
